lat,long,n
40.7546903,-73.9665833,1
40.754707,-73.991633,1
40.7547641,-73.965828,1
40.7552038,-73.9708077,2
40.755237,-73.780258,1
40.7554042,-73.94377140000002,1
40.755882,-73.763997,1
40.7559275,-73.9469812,1
40.7559606,-73.985734,2
40.7560075,-73.7643161,1
40.7560274,-73.92120729999999,1
40.7561357,-73.8784129,1
40.7561904,-73.8674462,2
40.756423,-73.967798,1
40.75644399999999,-73.7286847,1
40.756462,-73.864133,1
40.756502,-73.748937,1
40.7566165,-73.9926698,2
40.7566917,-73.9206409,1
40.7569165,-73.9718646,1
40.7570209,-73.97466949999999,1
40.7570877,-73.8458213,2
40.7570989,-73.88307499999999,1
40.7573101,-73.978578099999993,1
40.757498,-73.986654,1
40.7575736,-73.99161149999999,1
40.7576881,-73.9247451,1
40.7577435,-73.97024739999999,1
40.757744,-73.985704,1
40.7577935,-73.8848142,1
40.7578094,-74.0025186,1
40.7578995,-73.7243941,1
40.758071,-73.8578023,1
40.7581621,-73.987565,1
40.758185,-73.8587919,2
40.7583466,-73.9857983,1
40.758723,-73.896642,1
40.7590372,-73.9851264,2
40.7591594,-73.9267741,1
40.7592223,-73.777459,1
40.759259,-73.991151,2
40.759409,-73.857126,1
40.75950810000001,-73.9711441,2
40.7595767,-73.96236640000001,1
40.759635,-73.85802249999999,1
40.75983340000001,-73.8299883,1
40.7599773,-73.9947368,1
40.7600976,-73.9940635,1
40.7603402,-73.9790395,1
40.7605625,-73.9330627,1
40.7606154,-73.9229562,1
40.7607246,-74.2207068,1
40.761038,-73.839901,2
40.7612426,-73.8198049,1
40.761409,-73.98435599999999,1
40.7615762,-73.9717625,1
40.761667,-73.990844,1
40.7616727,-73.910837,1
40.761891,-73.8177709,4
40.7619589,-73.77047139999999,2
40.761988,-73.9584378,1
40.762056,-73.74458419999999,1
40.76222,-73.8186769,1
40.7624284,-73.973794,1
40.76249079999999,-74.0099137,1
40.762724,-73.9491137,1
40.7628782,-73.9745858,3
40.7628811,-73.9869973,1
40.7628948,-73.98807470000001,1
40.7629528,-73.8151924,1
40.76324779999999,-73.9731178,2
40.763284,-73.9764854,1
40.7637913,-73.96460019999999,1
40.7638041,-73.9853445,1
40.76386249999999,-73.9672812,1
40.76408319999999,-73.95602699999999,1
40.7641599,-73.930285,1
40.7643205,-73.9725177,1
40.7643821,-73.96016519999999,1
40.76445,-73.77124599999999,1
40.7645242,-73.97845749999999,1
40.7645868,-73.8220005,1
40.7648261,-73.97781739999999,1
40.7648564,-73.9672827,1
40.764931,-73.762452,1
40.7649359,-73.9568622,1
40.76498309999999,-73.90470619999999,1
40.7650606,-73.9657136,1
40.7651161,-73.7715314,1
40.765222,-73.9886731,1
40.7652747,-73.9807922,2
40.7655269,-73.8886819,1
40.7656735,-73.9980144,1
40.765752,-73.81897769999999,1
40.765896,-73.8125696,1
40.7659837,-73.9469963,1
40.76603009999999,-73.984036,2
40.766076,-73.931579,1
40.766111,-73.97022,1
40.7666871,-73.9795594,1
40.7668259,-73.9290474,1
40.7668457,-73.9679383,1
40.7668516,-73.921313,1
40.766925,-73.87668699999999,1
40.766943,-73.793121,1
40.76721209999999,-73.82014950000001,1
40.7673525,-73.9573736,1
40.7676559,-73.9956286,1
40.767839,-73.870695,1
40.76786,-73.76243,1
40.767902,-73.733334,2
40.7683725,-73.9962852,2
40.7685058,-73.9500247,1
40.7686426,-73.966469,2
40.768668,-73.915167,1
40.768748,-73.872795,1
40.768875,-73.9692602,2
40.7689628,-73.98757119999999,1
40.768991,-73.9503,1
40.7690434,-73.7745339,1
40.7692135,-73.9583293,1
40.7692179,-73.9617195,1
40.7692586,-73.9529573,1
40.7699425,-73.95835579999999,1
40.7701262,-73.9574063,1
40.7702304,-73.95614669999999,1
40.7704149,-73.9642116,1
40.771353,-73.90351299999999,1
40.7714384,-74.04195349999999,1
40.7719948,-73.9635193,1
40.7722536,-73.9959712,1
40.7724535,-73.95594760000002,1
40.7727855,-73.8371284,1
40.772848,-73.82106499999999,1
40.7729,-73.9813485,1
40.77305,-73.898192,1
40.77308900000001,-73.96408579999999,1
40.7732614,-73.9824196,1
40.7735449,-73.9845816,1
40.773584,-73.79917499999999,1
40.7736972,-73.9822288,1
40.7738225,-73.9708185,1
40.774131,-73.93393739999999,1
40.7743243,-73.92703,1
40.7744146,-73.9656177,6
40.775471,-73.916287,1
40.7755966,-73.9609404,1
40.7767614,-73.9845455,1
40.7768088,-73.9762245,1
40.7769271,-73.8739659,1
40.7772491,-73.9824378,1
40.7774246,-73.98562,1
40.7779075,-73.9542912,4
40.7782205,-73.9085468,1
40.778383,-73.911938,1
40.7791037,-73.9803988,1
40.7802469,-73.9516178,1
40.7803726,-73.9462459,1
40.780595,-73.978934,1
40.7814403,-73.79545019999999,1
40.7821033,-73.9524453,1
40.7828647,-73.9653551,1
40.7830603,-73.9712488,111
40.7838607,-73.9507003,1
40.7839758,-73.9745045,1
40.7840821,-73.8514833,1
40.7844339,-73.9780672,3
40.78476999999999,-73.955669,1
40.785097,-73.955401,1
40.7852854,-73.8395631,1
40.7852928,-73.8395863,5
40.7856028,-73.91443559999999,1
40.7856899,-73.976047,2
40.7861278,-73.95325079999999,1
40.78613199999999,-73.81967399999999,1
40.786629,-73.84531799999999,1
40.7873674,-73.9806613,1
40.7880094,-73.97391569999999,1
40.78815,-73.974464,1
40.78864069999999,-73.97481119999999,1
40.7901052,-73.9505396,1
40.7902798,-73.9475994,1
40.7913911,-73.9474149,1
40.7919443,-73.9743251,2
40.7920344,-73.937888,1
40.7924779,-73.97212019999999,1
40.7939981,-73.94950039999999,1
40.7943418,-73.94413349999999,4
40.79538,-73.943231,1
40.79592359999999,-73.9374356,1
40.7963891,-73.9653026,1
40.79663,-73.943995,1
40.7967046,-73.948542,2
40.7967956,-73.9422736,1
40.796838,-73.94318059999999,1
40.7968765,-73.9661899,1
40.797652,-73.9704568,1
40.797731,-73.9380089,1
40.7977934,-73.9344551,1
40.7983192,-73.9517994,1
40.79834839999999,-73.93733689999999,1
40.7987586,-73.96433830000001,1
40.7988174,-73.9425262,1
40.79896069999999,-73.93103099999999,1
40.7992404,-73.9317226,1
40.7994676,-73.9469577,1
40.7997171,-73.9474949,1
40.8011401,-73.9545117,1
40.8015263,-73.9163485,1
40.8018669,-73.915326,3
40.8019999,-73.9365791,1
40.803097,-73.9517247,1
40.8038356,-73.9618754,1
40.803874,-73.93958,2
40.8042678,-73.9564403,1
40.804876,-73.966647,1
40.8051906,-73.9162339,1
40.8063569,-73.9525601,1
40.80688300000001,-73.913344,5
40.8076543,-73.9243743,1
40.808001,-73.94677399999999,1
40.8091766,-73.8011369,1
40.80948000000001,-73.906183,1
40.8096632,-73.8513189,1
40.8099011,-73.909143,1
40.80999,-73.9600535,1
40.81013069999999,-73.9093633,1
40.8113172,-73.8725893,1
40.8115378,-73.9366251,1
40.8115603,-73.90642749999999,1
40.8115943,-73.93591409999999,1
40.812159,-73.854137,1
40.8131712,-73.8087548,1
40.8132774,-73.9476181,1
40.8137993,-73.9588093,1
40.813923,-73.91517999999999,1
40.8141273,-73.8839199,1
40.8146782,-73.958393,2
40.814695,-73.91083689999999,1
40.814888,-73.9148014,1
40.8151409,-73.91627799999999,1
40.8159255,-73.9166425,1
40.8163027,-73.94727449999999,1
40.8165134,-73.94011979999999,1
40.81651919999999,-73.9465432,1
40.8166288,-73.8961535,1
40.8167315,-73.9475777,1
40.8168801,-73.9601368,1
40.8170923,-73.85972129999999,1
40.8173437,-73.9417514,1
40.8173959,-73.89867559999999,1
40.8174047,-73.91550029999999,1
40.8174689,-73.94874759999999,1
40.817998,-73.960982,1
40.8180004,-73.8453311,1
40.8181782,-73.8131567,1
40.8183905,-73.9435939,1
40.8184216,-73.84700629999999,1
40.818553,-73.882554,1
40.8189635,-73.9279676,1
40.8202292,-73.9200802,1
40.820751,-73.89195339999999,1
40.8208037,-73.89088120000001,1
40.8209314,-73.8250783,1
40.82126420000001,-73.88994919999999,1
40.8215502,-73.9056748,1
40.8215671,-73.8257545,1
40.8217452,-73.9486798,1
40.8218199,-73.8795011,1
40.8222767,-73.8906495,1
40.8229466,-73.8642526,2
40.82314969999999,-73.9389595,1
40.8236604,-73.9223998,1
40.823713,-73.9445751,1
40.82377,-73.879576,1
40.82428489999999,-73.8199664,2
40.824312,-73.904223,1
40.8243526,-73.95102179999999,3
40.8249254,-73.87709819999999,1
40.8253505,-73.88358939999999,1
40.8253722,-73.9012602,1
40.8254629,-73.9377043,1
40.8256604,-73.85194539999999,2
40.8256729,-73.875387,1
40.8257067,-73.9478073,1
40.8257473,-73.9036064,1
40.8257689,-73.9495982,1
40.8259861,-73.95493250000001,1
40.8262887,-73.8990817,1
40.8262929,-73.9518393,1
40.8266316,-73.9146119,2
40.826755,-73.915478,1
40.827355,-73.95125399999999,1
40.8275632,-73.8987168,1
40.82768919999999,-73.9468429,1
40.8285252,-73.8952085,1
40.828947,-73.895856,1
40.829357,-73.881534,1
40.8295253,-73.94647549999999,2
40.8295671,-73.8558851,1
40.829901,-73.894019,1
40.8299849,-73.9196949,1
40.8303717,-73.9225258,1
40.8304675,-73.919664,1
40.83083329999999,-73.8700116,1
40.8309533,-73.82792660000001,1
40.8310612,-73.91074499999999,1
40.831114,-73.8640099,1
40.832114,-73.90114500000001,1
40.832122,-73.901166,1
40.8321859,-73.8532548,1
40.8322533,-73.8947438,1
40.8324047,-73.890306,1
40.83255399999999,-73.890203,1
40.8325783,-73.91692259999999,1
40.8325998,-73.92771379999999,1
40.8326082,-73.8978787,1
40.8327717,-73.9171981,1
40.833119,-73.92725999999999,1
40.8333918,-73.8856715,1
40.8336959,-73.8214017,1
40.8344117,-73.91572839999999,1
40.8347717,-73.9446902,2
40.8351429,-73.9246385,1
40.8360335,-73.9026234,1
40.8360467,-73.86638359999999,1
40.8360485,-73.8777427,1
40.8363126,-73.8699905,1
40.836408,-73.8693569,1
40.8365147,-73.92633359999999,2
40.8366605,-73.8892841,1
40.8366842,-73.9246385,1
40.8368683,-73.8640283,1
40.83700839999999,-73.83113159999999,1
40.8370818,-73.88786850000001,4
40.837354,-73.91567549999999,1
40.83736150000001,-73.8213557,1
40.8376048,-73.9412404,1
40.8378312,-73.9456719,1
40.8386055,-73.9181167,1
40.8387725,-73.9163446,1
40.8389975,-73.7836556,1
40.839019,-73.8604268,1
40.839132,-73.915566,1
40.839253,-73.9165809,1
40.8409887,-73.91507589999999,2
40.8413739,-73.9410698,1
40.842154,-73.904257,1
40.8424866,-73.8679939,1
40.8427674,-73.92515039999999,1
40.8431927,-73.937865,1
40.8432021,-73.88164499999999,1
40.8435754,-73.9345895,1
40.843643,-73.9179427,1
40.8437124,-73.9233984,1
40.8440814,-73.93701759999999,1
40.8447819,-73.8648268,114
40.8447948,-73.8656477,2
40.84496439999999,-73.833429,1
40.8450565,-73.8305802,1
40.845104,-73.834268,1
40.8454156,-73.88917959999999,1
40.8454827,-73.92041309999999,1
40.8456292,-73.89061099999999,2
40.8457176,-73.9361651,2
40.845947,-73.9072039,1
40.846145,-73.915814,1
40.8465604,-73.9368995,1
40.84667630000001,-73.9352493,1
40.8472511,-73.9338283,1
40.8472888,-73.9336182,1
40.8473164,-73.8358643,1
40.8481587,-73.9396703,1
40.8488949,-73.8693345,1
40.8489659,-73.9344436,1
40.8489971,-73.9100813,1
40.8491025,-73.8545757,1
40.84913,-73.93372889999999,1
40.8493253,-73.9080082,2
40.849434,-73.919136,1
40.8500407,-73.9048964,1
40.8502697,-73.89659800000001,1
40.8507791,-73.9079892,1
40.85094309999999,-73.9214235,1
40.85120200000001,-73.93328199999999,1
40.85153010000001,-73.92337309999999,1
40.851744,-73.895551,1
40.851823,-73.8887433,1
40.8518895,-73.88596410000001,1
40.8520625,-73.9363036,1
40.852071,-73.901504,1
40.8521009,-73.9176574,1
40.8523406,-73.92242929999999,2
40.8526233,-73.9166639,1
40.85287599999999,-73.882291,1
40.85300170000001,-73.9019722,2
40.8530868,-73.8847799,1
40.8535933,-73.9317896,1
40.853622,-73.8933069,1
40.853639,-73.9036027,1
40.8536647,-73.907856,1
40.853971,-73.93794,1
40.8542794,-73.89649949999999,1
40.854614,-73.900908,1
40.8546743,-73.8839232,1
40.8547039,-73.86397339999999,1
40.855151,-73.884553,2
40.8555186,-73.8673456,1
40.8558679,-73.882877,1
40.8562322,-73.8925154,1
40.8563029,-73.8659969,1
40.8563889,-73.93119829999999,1
40.8564266,-73.90658599999999,1
40.856614,-73.867633,1
40.857238,-73.849693,1
40.8576861,-73.8959199,1
40.8585276,-73.9008672,2
40.8585618,-73.8677403,1
40.8587114,-73.8997444,1
40.8594497,-73.88585739999999,1
40.8594718,-73.8625802,1
40.8595366,-73.8340723,1
40.8609686,-73.907461,1
40.861248,-73.8927389,1
40.86145339999999,-73.8581937,1
40.8622841,-73.891729,3
40.86230219999999,-73.8430793,2
40.8628267,-73.9075921,1
40.8628682,-73.9011137,1
40.8634276,-73.80776,1
40.8635521,-73.9107776,1
40.863657,-73.928718,1
40.863659,-73.899272,1
40.8640404,-73.9287259,1
40.8640987,-73.9067261,1
40.8642324,-73.9234113,1
40.8642392,-73.8899145,2
40.8642578,-73.89178369999999,7
40.8643423,-73.9262813,1
40.8644237,-73.8680481,2
40.8649435,-73.9234444,1
40.8649722,-73.8888334,1
40.8654997,-73.8091736,3
40.8660699,-73.8670216,1
40.8662055,-73.8936552,2
40.8663312,-73.8637749,1
40.866505,-73.8224797,1
40.8665489,-73.86554439999999,1
40.866707,-73.89174899999999,1
40.8672934,-73.7922928,1
40.8675949,-73.8618231,3
40.8683626,-73.88981439999999,1
40.86850889999999,-73.8416651,1
40.8685583,-73.8631566,2
40.8692663,-73.8896408,1
40.8698572,-73.8384488,1
40.8701058,-73.84172699999999,1
40.8701111,-73.8694493,1
40.8703036,-73.906243,1
40.8703169,-73.8951575,1
40.8703366,-73.8920716,1
40.8703657,-73.8916256,1
40.8710222,-73.8588024,1
40.8713292,-73.8348879,1
40.8713595,-73.9020944,1
40.8721226,-73.9007627,2
40.8729327,-73.8860128,1
40.873569,-73.9037405,1
40.8736992,-73.9047599,1
40.8742244,-73.9082328,1
40.8742852,-73.87601860000001,6
40.8745801,-73.8761504,1
40.8745827,-73.84791369999999,1
40.8747564,-73.9087673,1
40.8753754,-73.84887859999999,2
40.8760183,-73.82752459999999,1
40.8760997,-73.832651,1
40.876849,-73.83331419999999,1
40.8774465,-73.88046659999999,1
40.87751,-73.838066,2
40.8778542,-73.8866479,1
40.8780929,-73.8739744,2
40.87866229999999,-73.8390462,1
40.8803987,-73.8608845,1
40.8806072,-73.8354967,1
40.880779,-73.8585842,1
40.8811969,-73.883932,1
40.8812508,-73.88252539999999,1
40.8823719,-73.8816878,1
40.8827826,-73.8994225,1
40.8836897,-73.89638599999999,1
40.8839226,-73.84444049999999,1
40.8843419,-73.878028,2
40.8848052,-73.84521,1
40.8849441,-73.8372677,1
40.885371,-73.901855,1
40.8856626,-73.9022355,1
40.885728,-73.86083099999999,1
40.8864191,-73.9124756,1
40.8864541,-73.91172089999999,1
40.88658,-73.852233,2
40.88779210000001,-73.8440828,1
40.8883325,-73.85979019999999,1
40.889092,-73.849259,1
40.8892084,-73.904505,1
40.88939209999999,-73.8503948,1
40.89021750000001,-73.8523716,2
40.89026070000001,-73.8599035,1
40.8919654,-73.8467996,2
40.89329250000001,-73.8561952,1
40.894714,-73.8803411,1
40.8949799,-73.855087,2
40.8955302,-73.847707,3
40.897657,-73.855544,1
40.899215,-73.843878,1
40.9027816,-73.85261799999999,2
40.9037899,-73.8504981,1
40.9041193,-73.8976556,1
40.904127,-73.9003548,2
40.9060899,-73.8473509,1
40.9065173,-73.8484536,1
42.105874,-84.2482819,1
